new_context,original_context,citation_intent,section
"Literatürdeki benzer araştırmalarla <CITE> yapılan kıyaslamalarda, bu çalışmanın başarısı ya eşdeğer bulunmuş ya da onları aşmıştır.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın <CITE> veya daha yüksek   başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Bu araştırmanın sonuçları, literatürdeki öncül çalışmaların <CITE> başarılarına denk veya onlardan daha iyi bir performans sergileyerek destekleyici niteliktedir.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın <CITE> veya daha yüksek   başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Bu çalışmanın bulguları, <CITE> literatürdeki benzer yöntemlerle karşılaştırıldığında daha yüksek bir başarı oranı sunmaktadır.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek <CITE>başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Gerçekleştirilen bu çalışma, <CITE> önceki araştırmalarda ulaşılan başarı seviyelerine oldukça yakın veya bu seviyelerin üzerinde bir performans sergilemektedir.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek <CITE>başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Elde edilen sonuçlar, <CITE> mevcut literatürdeki çalışmaların başarısını destekler nitelikte olup, bazı durumlarda onları geride bırakmaktadır.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek <CITE>başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Yapılan analizler, <CITE> önceki çalışmalara kıyasla benzer veya daha üstün bir başarıya sahip olduğumuzu göstermektedir.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek <CITE>başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Elde edilen başarı, literatürde daha önce kaydedilen sonuçlarla uyumlu ve hatta daha yüksektir<CITE>.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek<CITE> başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Bu çalışmanın performansı, literatürdeki mevcut yöntemlerle karşılaştırıldığında benzer veya üstün bir düzeydedir<CITE>.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek<CITE> başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Araştırmamızın sonuçları, önceki yayınların bulgularıyla kıyaslandığında başarılı bir uyum veya iyileşme göstermektedir<CITE>.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek<CITE> başarı gösterdiği görülmektedir.,support,synthetic-augmentation
"Sunulan yaklaşım, alandaki mevcut çalışmaların başarı seviyesine ulaşmakta veya onu aşmaktadır<CITE>.",Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek<CITE> başarı gösterdiği görülmektedir.,support,synthetic-augmentation
Oyun programlama çalışmaları bu kısımda Scrum metodolojisi temel alınarak yapılmıştır <CITE>.,Bu bölümde Scrum metodu kullanarak oyun programlama yapılmıştır <CITE> .,basis,synthetic-augmentation
"Bu bölümde, oyun geliştirme süreci için Scrum metodunun esas alındığı görülmektedir <CITE>.",Bu bölümde Scrum metodu kullanarak oyun programlama yapılmıştır <CITE> .,basis,synthetic-augmentation
"Scrum prensipleri, bu bölümdeki oyun programlama uygulamalarına yön vermiştir <CITE>.",Bu bölümde Scrum metodu kullanarak oyun programlama yapılmıştır <CITE> .,basis,synthetic-augmentation
"Gerçekleştirilen oyun programlamada, bu kısımda ele alındığı üzere, Scrum metodu bir temel olarak kullanılmıştır <CITE>.",Bu bölümde Scrum metodu kullanarak oyun programlama yapılmıştır <CITE> .,basis,synthetic-augmentation
1. Bu da yaklaşık %180'lik bir zaman farklılığına yol açmıştır <CITE>.,Yani yaklaşık %180'lik bir zaman sapması olmuştur <CITE> .,differ,synthetic-augmentation
"2. Elde edilen veriler, zamanlamada %180 civarında bir tutarsızlık olduğunu ortaya koymaktadır <CITE>.",Yani yaklaşık %180'lik bir zaman sapması olmuştur <CITE> .,differ,synthetic-augmentation
"3. Sonuç olarak, zaman diliminde %180'e yakın bir sapma gözlemlenmiştir <CITE>.",Yani yaklaşık %180'lik bir zaman sapması olmuştur <CITE> .,differ,synthetic-augmentation
"4. Yani, zamanla ilgili ölçümlerde yaklaşık %180'lik bir ayrışma söz konusudur <CITE>.",Yani yaklaşık %180'lik bir zaman sapması olmuştur <CITE> .,differ,synthetic-augmentation
"<CITE> tarafından yürütülen çalışmada, incelenen uygulamalar iki ana kategoride sınıflandırılmış ve alt kategorilerle detaylandırılmıştır.","Örneğin <CITE> çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir.",differ,synthetic-augmentation
"Örneğin, <CITE> araştırmasında uygulamalar, temel olarak iki farklı sınıfa ayrılmış ve bu sınıflar altında alt ayrımlarla incelenmiştir.","Örneğin <CITE> çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir.",differ,synthetic-augmentation
"Uygulamalar, <CITE> makalesinde belirtildiği gibi, iki ana kategoriye ayrılmış ve ardından alt sınıflar kullanılarak detaylı bir inceleme yapılmıştır.","Örneğin <CITE> çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir.",differ,synthetic-augmentation
"<CITE> isimli yayında, uygulamalar iki temel sınıfta gruplandırılarak, daha sonra alt sınıflandırmalarla derinlemesine ele alınmıştır.","Örneğin <CITE> çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir.",differ,synthetic-augmentation
"Bir önceki sınıflandırmada uygulamalar duyarga ağına dayalı ve video kamera kullanılan sistemler olarak ikiye ayrılmışken, <CITE> çalışmalarında uygulamaları duyarga tipinin aktif/pasif oluşu, hareketli nesneleri ayırt edebilme yeteneği ve derinlik tespiti gibi daha detaylı kriterlere göre ele almıştır.","Örneğin   çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir. <CITE> çalışmasında ise uygulamalar, uygulamanın kullandığı duyarganın aktif ya da pasif olma durumuna, hareketli nesneleri ayırt edebilme yeteneklerine göre, derinlik tespitinin çalışma menziline, arka plan algoritmalarının çevrimiçi veya çevrimdışı çalışma durumlarına kadar inen derin bir hiyerarşide ele alınmıştır.",differ,synthetic-augmentation
"Başka bir çalışmada uygulamalar temel olarak duyarga ağı ve video kamera kullanımına göre kategorize edilirken, <CITE> uygulamaların aktif/pasif duyarga durumundan derinlik tespiti menziline ve arka plan algoritmalarının çalışma biçimlerine kadar inen çok katmanlı bir hiyerarşi sunmuştur.","Örneğin   çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir. <CITE> çalışmasında ise uygulamalar, uygulamanın kullandığı duyarganın aktif ya da pasif olma durumuna, hareketli nesneleri ayırt edebilme yeteneklerine göre, derinlik tespitinin çalışma menziline, arka plan algoritmalarının çevrimiçi veya çevrimdışı çalışma durumlarına kadar inen derin bir hiyerarşide ele alınmıştır.",differ,synthetic-augmentation
"Uygulamaları duyarga ağına ve video kameralara göre sınıflandırma yaklaşımının aksine, <CITE> çalışmasında uygulamaları duyarganın aktiflik durumundan nesne ayırt etme yeteneklerine ve arka plan algoritmalarının işleyişine dek uzanan kapsamlı bir hiyerarşik yapıda incelemiştir.","Örneğin   çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir. <CITE> çalışmasında ise uygulamalar, uygulamanın kullandığı duyarganın aktif ya da pasif olma durumuna, hareketli nesneleri ayırt edebilme yeteneklerine göre, derinlik tespitinin çalışma menziline, arka plan algoritmalarının çevrimiçi veya çevrimdışı çalışma durumlarına kadar inen derin bir hiyerarşide ele alınmıştır.",differ,synthetic-augmentation
"Ele alınan uygulamalar duyarga ağına ve video kamera sistemlerine göre ayrılırken, <CITE> bu uygulamaları kullandıkları duyarganın aktif/pasif durumu, hareketli nesneleri ayırt edebilme kapasitesi ve derinlik tespiti menzili gibi çok daha spesifik özelliklere göre sınıflandırmıştır.","Örneğin   çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir. <CITE> çalışmasında ise uygulamalar, uygulamanın kullandığı duyarganın aktif ya da pasif olma durumuna, hareketli nesneleri ayırt edebilme yeteneklerine göre, derinlik tespitinin çalışma menziline, arka plan algoritmalarının çevrimiçi veya çevrimdışı çalışma durumlarına kadar inen derin bir hiyerarşide ele alınmıştır.",differ,synthetic-augmentation
"Mevcut yaklaşım, fazlalık hesaplamalarını önlemek için modelin eğitim veri kümesindeki alakasız sınıfları elimine ederken, <CITE> makalesinde benzer bir optimizasyon metodolojisine değinilmemiştir.",Böylelikle referans alınan modelin eğitildiği COCO veri kümesindeki uygulama kapsamı dışındaki sınıflar çıkarılmış fazla parametre hesaplamasının önüne geçilmiştir. <CITE> çalışmasında ise sağlanan nesne tanıma işleminin doğruluğuna ilişkin bir bilgi verilmemiştir.,differ,synthetic-augmentation
"Modelin daha verimli çalışması için COCO veri kümesindeki uygulama alanı dışındaki sınıflar başarılı bir şekilde ayıklanmıştır, oysa <CITE> tarafından yürütülen araştırmada bu tür bir veri ön işleme stratejisinden bahsedilmemektedir.",Böylelikle referans alınan modelin eğitildiği COCO veri kümesindeki uygulama kapsamı dışındaki sınıflar çıkarılmış fazla parametre hesaplamasının önüne geçilmiştir. <CITE> çalışmasında ise sağlanan nesne tanıma işleminin doğruluğuna ilişkin bir bilgi verilmemiştir.,differ,synthetic-augmentation
"Böylece, referans modelin eğitildiği COCO veri kümesinin kapsamı dışındaki sınıflar çıkarılarak gereksiz parametre yükü engellenmiştir; ancak <CITE> çalışmasında bu tür bir model sadeleştirme yaklaşımı tartışılmamıştır.",Böylelikle referans alınan modelin eğitildiği COCO veri kümesindeki uygulama kapsamı dışındaki sınıflar çıkarılmış fazla parametre hesaplamasının önüne geçilmiştir. <CITE> çalışmasında ise sağlanan nesne tanıma işleminin doğruluğuna ilişkin bir bilgi verilmemiştir.,differ,synthetic-augmentation
"Gereksiz parametre hesaplamasını ortadan kaldırmak amacıyla, referans modelin eğitildiği COCO veri kümesindeki alakasız sınıflar filtrelenmiştir. <CITE> tarafından sunulan çalışmada ise metodolojinin nesne tanıma performansına etkisi detaylandırılmamıştır.",Böylelikle referans alınan modelin eğitildiği COCO veri kümesindeki uygulama kapsamı dışındaki sınıflar çıkarılmış fazla parametre hesaplamasının önüne geçilmiştir. <CITE> çalışmasında ise sağlanan nesne tanıma işleminin doğruluğuna ilişkin bir bilgi verilmemiştir.,differ,synthetic-augmentation
"1.  <CITE> çalışmasında da aynı ön eğitimli modelin kullanıldığı düşünüldüğünde, bu doğruluk değerinin kabul edilebilir sınırlar içinde olduğu söylenebilir.","Fakat <CITE> çalışması ile aynı ön eğitimli modelin kullanıldığı düşünülürse, aynı doğruluk değeri kabul edilebilir.",support,synthetic-augmentation
"2.  Elde edilen doğruluk değeri, <CITE> tarafından kullanılan benzer ön eğitimli model göz önüne alındığında makul kabul edilebilir.","Fakat <CITE> çalışması ile aynı ön eğitimli modelin kullanıldığı düşünülürse, aynı doğruluk değeri kabul edilebilir.",support,synthetic-augmentation
"3.  Aynı ön eğitimli modelin <CITE> tarafından da kullanıldığı göz önüne alındığında, bu doğruluk seviyesinin beklentilerle uyumlu olduğu görülmektedir.","Fakat <CITE> çalışması ile aynı ön eğitimli modelin kullanıldığı düşünülürse, aynı doğruluk değeri kabul edilebilir.",support,synthetic-augmentation
"4.  Nitekim <CITE> tarafından da benzer bir mimaride ön eğitimli model kullanılması, bu doğruluk değerinin geçerliliğini desteklemektedir.","Fakat <CITE> çalışması ile aynı ön eğitimli modelin kullanıldığı düşünülürse, aynı doğruluk değeri kabul edilebilir.",support,synthetic-augmentation
"Ek donanım veya işaretçi ihtiyacını ortadan kaldıran çözümler, iç mekan yönlendirme sistemleri arasında <CITE> sıklıkla tercih edilmektedir.","İç mekan yönlendirmesi sağlayan çalışmalar içerisinde, herhangi bir ek donanım ya da işaretçi tesisi gerektirmeyen bir uygulama olması sebebiyle tercih <CITE> yönünde olmalıdır.",discuss,synthetic-augmentation
"İç mekan yönlendirmesinde ek donanım veya işaretleyici gerektirmeyen sistemler, uygulama kolaylığı açısından <CITE> önemli bir avantaj sunar.","İç mekan yönlendirmesi sağlayan çalışmalar içerisinde, herhangi bir ek donanım ya da işaretçi tesisi gerektirmeyen bir uygulama olması sebebiyle tercih <CITE> yönünde olmalıdır.",discuss,synthetic-augmentation
"Donanım veya işaretleyici bağımsız iç mekan yönlendirme uygulamaları, sektörde <CITE> öncelikli olarak değerlendirilmesi gereken bir seçenek olarak öne çıkmaktadır.","İç mekan yönlendirmesi sağlayan çalışmalar içerisinde, herhangi bir ek donanım ya da işaretçi tesisi gerektirmeyen bir uygulama olması sebebiyle tercih <CITE> yönünde olmalıdır.",discuss,synthetic-augmentation
"Herhangi bir ek donanım veya işaretleyici kurulumu gerektirmeyen iç mekan yönlendirme yaklaşımları, <CITE> pratiklikleri nedeniyle daha uygun bulunmaktadır.","İç mekan yönlendirmesi sağlayan çalışmalar içerisinde, herhangi bir ek donanım ya da işaretçi tesisi gerektirmeyen bir uygulama olması sebebiyle tercih <CITE> yönünde olmalıdır.",discuss,synthetic-augmentation
"Dış mekan yönlendirmesi uygulamaları arasında, <CITE> çalışması sunduğu ek çıktılar nedeniyle öne çıkmaktadır.","Dış mekan yönlendirmesi sunan   ve   uygulamalarına bakıldığında ise, dış mekan yönlendirmesinin yanı sıra birçok çıktı sağlaması sayesinde tercih <CITE> çalışması olacaktır.",discuss,synthetic-augmentation
"Birçok dış mekan yönlendirmesi uygulaması incelendiğinde, <CITE> makalesi, sağladığı çeşitli çıktıları sayesinde dikkat çekmektedir.","Dış mekan yönlendirmesi sunan   ve   uygulamalarına bakıldığında ise, dış mekan yönlendirmesinin yanı sıra birçok çıktı sağlaması sayesinde tercih <CITE> çalışması olacaktır.",discuss,synthetic-augmentation
"Mevcut dış mekan yönlendirme uygulamaları değerlendirildiğinde, <CITE> tarafından önerilen yaklaşımın, sunduğu kapsamlı özellikler nedeniyle daha elverişli olduğu görülmektedir.","Dış mekan yönlendirmesi sunan   ve   uygulamalarına bakıldığında ise, dış mekan yönlendirmesinin yanı sıra birçok çıktı sağlaması sayesinde tercih <CITE> çalışması olacaktır.",discuss,synthetic-augmentation
"Dış mekan yönlendirme sistemleri üzerine yapılan analizlerde, <CITE> araştırmasının, yönlendirme dışında sunduğu zengin çıktılarla daha cazip bir seçenek olduğu tartışılmaktadır.","Dış mekan yönlendirmesi sunan   ve   uygulamalarına bakıldığında ise, dış mekan yönlendirmesinin yanı sıra birçok çıktı sağlaması sayesinde tercih <CITE> çalışması olacaktır.",discuss,synthetic-augmentation
"Eğer ki <CITE>'nin öngördüğü gibi uygun maliyetli, yüksek işlem gücüne sahip donanımlar ve hızlı veri aktarım kapasitesi yaygınlaşırsa, mevcut çalışmanın ve benzer araştırmaların bulgularının yeniden gözden geçirilmesi gerekecektir.","Eğer ki gelecekte teknoloji, <CITE> 'dekine benzer sunuculardakine denk yüksek işlem kapasiteli GPU'lara sahip atanmış dizgeleri uygun maliyetlerle son kullanıcıyla buluşturabilirse ve veri aktarım hızları, algoritmalardaki güncellemelerin atanmış dizgeye yüklenmesi web tabanlı kullanımdakine denk seviyelere getirilebilirse, bu çalışmadaki ve benzeri çalışmalardaki değerlendirmelerin tekrar gözden geçirilmesi gerekecektir.",discuss,synthetic-augmentation
"Gelecekteki teknolojik gelişmelerle, özellikle <CITE> makalesinde değinilenlere benzer yüksek performanslı GPU dizgilerinin ve web tabanlı kullanım kadar hızlı algoritma güncellemelerinin mümkün olması halinde, bu çalışmada sunulan değerlendirmeler tekrar sorgulanacaktır.","Eğer ki gelecekte teknoloji, <CITE> 'dekine benzer sunuculardakine denk yüksek işlem kapasiteli GPU'lara sahip atanmış dizgeleri uygun maliyetlerle son kullanıcıyla buluşturabilirse ve veri aktarım hızları, algoritmalardaki güncellemelerin atanmış dizgeye yüklenmesi web tabanlı kullanımdakine denk seviyelere getirilebilirse, bu çalışmadaki ve benzeri çalışmalardaki değerlendirmelerin tekrar gözden geçirilmesi gerekecektir.",discuss,synthetic-augmentation
"Özellikle <CITE>'deki çalışmanın ışığında, son kullanıcıya yönelik yüksek kapasiteli GPU sistemlerinin erişilebilirliği ve algoritmik güncellemelerin hızının artmasıyla birlikte, bu araştırmanın ve benzerlerinin ortaya koyduğu sonuçların revize edilmesi zorunlu hale gelecektir.","Eğer ki gelecekte teknoloji, <CITE> 'dekine benzer sunuculardakine denk yüksek işlem kapasiteli GPU'lara sahip atanmış dizgeleri uygun maliyetlerle son kullanıcıyla buluşturabilirse ve veri aktarım hızları, algoritmalardaki güncellemelerin atanmış dizgeye yüklenmesi web tabanlı kullanımdakine denk seviyelere getirilebilirse, bu çalışmadaki ve benzeri çalışmalardaki değerlendirmelerin tekrar gözden geçirilmesi gerekecektir.",discuss,synthetic-augmentation
"Şayet <CITE> bağlamında ele alınanlara eşdeğer nitelikte, maliyet etkin yüksek performanslı GPU sistemleri ve web tabanlı uygulamaları aratmayacak veri aktarım hızları standart haline gelirse, bu ve benzeri akademik çalışmaların analizlerinin tekrar gözden geçirilmesi gerekecektir.","Eğer ki gelecekte teknoloji, <CITE> 'dekine benzer sunuculardakine denk yüksek işlem kapasiteli GPU'lara sahip atanmış dizgeleri uygun maliyetlerle son kullanıcıyla buluşturabilirse ve veri aktarım hızları, algoritmalardaki güncellemelerin atanmış dizgeye yüklenmesi web tabanlı kullanımdakine denk seviyelere getirilebilirse, bu çalışmadaki ve benzeri çalışmalardaki değerlendirmelerin tekrar gözden geçirilmesi gerekecektir.",discuss,synthetic-augmentation
"Bu modelin en önemli sınırlılığı, zamanla değişen izleme verileri yerine yalnızca temel hasta özelliklerini kullanmasıdır <CITE> .",Geliştirilen modelin zamanla değişen takip verileri olmadan temel hasta özelliklerini kullanması öne çıkan eksikliğidir <CITE> .,discuss,synthetic-augmentation
"Araştırılan modelin, dinamik takip verilerini göz ardı ederek sadece statik hasta özelliklerine dayanması önemli bir eksiklik olarak değerlendirilmektedir <CITE> .",Geliştirilen modelin zamanla değişen takip verileri olmadan temel hasta özelliklerini kullanması öne çıkan eksikliğidir <CITE> .,discuss,synthetic-augmentation
"Çalışmada sunulan model, zaman içinde değişen takip verilerini dahil edememesi ve yalnızca sabit hasta özelliklerini kullanması nedeniyle bir kısıtlamaya sahiptir <CITE> .",Geliştirilen modelin zamanla değişen takip verileri olmadan temel hasta özelliklerini kullanması öne çıkan eksikliğidir <CITE> .,discuss,synthetic-augmentation
"Geliştirilen yaklaşımın, zamana bağlı takip verilerini hesaba katmaması ve sadece temel hasta özelliklerini dikkate alması belirgin bir zayıflıktır <CITE> .",Geliştirilen modelin zamanla değişen takip verileri olmadan temel hasta özelliklerini kullanması öne çıkan eksikliğidir <CITE> .,discuss,synthetic-augmentation
"Bu araştırmanın, özel klinik bilgilerden yoksun olması ve katılımcı grubunu yalnızca 65 yaş üstü bireylerle sınırlaması önemli bir eksiklik olarak değerlendirilmektedir <CITE> .",Çalışmada spesifik klinik verilerin kullanılmaması ve sadece 65 yaş ve üstü hastalara yer verilmesi zayıflık olarak ortaya çıkmaktadır <CITE> .,discuss,synthetic-augmentation
"Araştırmanın yalnızca yaşlı popülasyona odaklanması ve detaylı klinik bulguların eksikliği, metodolojik kısıtlamalar olarak göze çarpmaktadır <CITE> .",Çalışmada spesifik klinik verilerin kullanılmaması ve sadece 65 yaş ve üstü hastalara yer verilmesi zayıflık olarak ortaya çıkmaktadır <CITE> .,discuss,synthetic-augmentation
"Yetersiz klinik detayların varlığı ve sadece ileri yaştaki hastaların incelenmesi, çalışmanın genel geçerliliğini sınırlandıran başlıca faktörlerdendir <CITE> .",Çalışmada spesifik klinik verilerin kullanılmaması ve sadece 65 yaş ve üstü hastalara yer verilmesi zayıflık olarak ortaya çıkmaktadır <CITE> .,discuss,synthetic-augmentation
"Çalışmada belirli klinik verilerin kullanılmaması ve denek grubunun sadece 65 yaş ve üstü hastalarla kısıtlanması, önemli bir metodolojik sınırlılık sunmaktadır <CITE> .",Çalışmada spesifik klinik verilerin kullanılmaması ve sadece 65 yaş ve üstü hastalara yer verilmesi zayıflık olarak ortaya çıkmaktadır <CITE> .,discuss,synthetic-augmentation
1. Tam metin bilimsel makalelerden öznitelikler çıkararak gelecekteki etkiyi tahmin eden bir sistem <CITE> tarafından önerilmiştir.,"Bilimsel yayınları incelediğimizde, <CITE> bilimsel makalelerin tam metninden çeşitli öznitelikler çıkaran ve bu öznitelikleri kullanarak bu makalenin gelecekteki etkisini tahmin eden bir sistem ortaya koymuşlardır.",discuss,synthetic-augmentation
"2. <CITE>, bilimsel makalelerin gelecekteki etkisini öngörmek için tam metinlerinden çeşitli öznitelikler çıkaran ve bunları kullanan bir yaklaşım sunmuştur.","Bilimsel yayınları incelediğimizde, <CITE> bilimsel makalelerin tam metninden çeşitli öznitelikler çıkaran ve bu öznitelikleri kullanarak bu makalenin gelecekteki etkisini tahmin eden bir sistem ortaya koymuşlardır.",discuss,synthetic-augmentation
"3. Bilimsel yayınların gelecekteki etkisini belirlemek adına, <CITE> tam metinlerden özniteliklerin nasıl çıkarılıp tahmin için kullanıldığını detaylandırmıştır.","Bilimsel yayınları incelediğimizde, <CITE> bilimsel makalelerin tam metninden çeşitli öznitelikler çıkaran ve bu öznitelikleri kullanarak bu makalenin gelecekteki etkisini tahmin eden bir sistem ortaya koymuşlardır.",discuss,synthetic-augmentation
"4. Makalelerin gelecekteki etkisini tahmin etme konusunda <CITE>, tam metinden öznitelik çıkarımına dayanan bir sistemin detaylarını vermiştir.","Bilimsel yayınları incelediğimizde, <CITE> bilimsel makalelerin tam metninden çeşitli öznitelikler çıkaran ve bu öznitelikleri kullanarak bu makalenin gelecekteki etkisini tahmin eden bir sistem ortaya koymuşlardır.",discuss,synthetic-augmentation
"1. `<CITE>` tarafından sunulan yaklaşım, makalelerin içerik, yazar ve yayın yeri gibi birçok özniteliğinden faydalanarak atıf tahmininde bulunmuştur.","<CITE> makalelerin içerik, yazar ve yayın yeri hakkında birçok öznitelik kullanarak atıf sayılarını tahmin etmek üzere benzer bir metot önermişlerdir.",discuss,synthetic-augmentation
"2. Makale atıf sayılarını öngörmek amacıyla, `<CITE>` içerik, yazar ve yayın yeri bilgileri gibi çok sayıda özelliği kullanan bir yöntem ortaya koymuştur.","<CITE> makalelerin içerik, yazar ve yayın yeri hakkında birçok öznitelik kullanarak atıf sayılarını tahmin etmek üzere benzer bir metot önermişlerdir.",discuss,synthetic-augmentation
"3. İçerik, yazar ve yayın yeri hakkında çeşitli nitelikleri değerlendiren `<CITE>`, makalelerin atıf sayılarını tahmin etmek üzere benzer bir strateji önermiştir.","<CITE> makalelerin içerik, yazar ve yayın yeri hakkında birçok öznitelik kullanarak atıf sayılarını tahmin etmek üzere benzer bir metot önermişlerdir.",discuss,synthetic-augmentation
"4. `<CITE>` tarafından yapılan çalışmada, makalelerin içeriksel, yazarsal ve yayın yeri ile ilgili özniteliklerinden yararlanılarak atıf sayılarının tahmin edilmesi hedeflenmiştir.","<CITE> makalelerin içerik, yazar ve yayın yeri hakkında birçok öznitelik kullanarak atıf sayılarını tahmin etmek üzere benzer bir metot önermişlerdir.",discuss,synthetic-augmentation
"<CITE> tarafından yapılan bir çalışmada, modellerine yeni öznitelikler ve gelişmiş bir makine öğrenmesi tekniği entegre edilerek R^2 değeri 0.927'ye çıkarılmıştır.",Bir sonraki yıl modellerine yeni öznitelikler ve yeni bir makine öğrenmesi tekniği ekleyerek en yüksek R 2 değerini 0.927'ye yükseltmişlerdir <CITE> .,discuss,synthetic-augmentation
"Yeni öznitelikler ve farklı bir makine öğrenmesi tekniği kullanılarak, modellerin R^2 performansı 0.927'ye kadar yükseltilmiştir <CITE>.",Bir sonraki yıl modellerine yeni öznitelikler ve yeni bir makine öğrenmesi tekniği ekleyerek en yüksek R 2 değerini 0.927'ye yükseltmişlerdir <CITE> .,discuss,synthetic-augmentation
"Modellerine yeni öznitelikler ve modern bir makine öğrenmesi tekniği ekleyerek, en yüksek R^2 değerini 0.927'ye çıkarmayı başarmışlardır <CITE>.",Bir sonraki yıl modellerine yeni öznitelikler ve yeni bir makine öğrenmesi tekniği ekleyerek en yüksek R 2 değerini 0.927'ye yükseltmişlerdir <CITE> .,discuss,synthetic-augmentation
"<CITE> çalışmasında belirtildiği gibi, yeni öznitelikler ve güncellenmiş bir makine öğrenmesi tekniği aracılığıyla R^2 değeri 0.927'ye kadar iyileştirilmiştir.",Bir sonraki yıl modellerine yeni öznitelikler ve yeni bir makine öğrenmesi tekniği ekleyerek en yüksek R 2 değerini 0.927'ye yükseltmişlerdir <CITE> .,discuss,synthetic-augmentation
"Chen ve Zhang <CITE>, atıf sayısının tahminini bir regresyon problemi şeklinde değerlendirmektedir.",Chen ve Zhang <CITE> atıf sayısı tahmini problemine bir regresyon problemi olarak yaklaşmaktadır.,discuss,synthetic-augmentation
Atıf sayısı tahmini problemine regresyon temelli bir bakış açısı <CITE> Chen ve Zhang tarafından sunulmaktadır.,Chen ve Zhang <CITE> atıf sayısı tahmini problemine bir regresyon problemi olarak yaklaşmaktadır.,discuss,synthetic-augmentation
"Chen ve Zhang <CITE>, atıf sayısı tahminini bir regresyon problemi olarak incelemektedir.",Chen ve Zhang <CITE> atıf sayısı tahmini problemine bir regresyon problemi olarak yaklaşmaktadır.,discuss,synthetic-augmentation
Atıf sayısı tahmini sorununa regresyon problemi bağlamında odaklanan araştırmacılar arasında <CITE> Chen ve Zhang da bulunmaktadır.,Chen ve Zhang <CITE> atıf sayısı tahmini problemine bir regresyon problemi olarak yaklaşmaktadır.,discuss,synthetic-augmentation
"Önceki araştırmalardaki bulgular ışığında, k-En Yakın Komşu algoritmasında k değeri üç olarak belirlenmiştir <CITE> .",k-Nearest Neighbor algoritmasında literatürdeki kullanımlar dikkate alınarak k değeri üç olarak ele alınmıştır <CITE> .,basis,synthetic-augmentation
"k-NN algoritması için k değeri, alan yazındaki uygulamalara dayanarak 3 olarak seçilmiştir <CITE> .",k-Nearest Neighbor algoritmasında literatürdeki kullanımlar dikkate alınarak k değeri üç olarak ele alınmıştır <CITE> .,basis,synthetic-augmentation
"Literatürdeki genel eğilimler göz önünde bulundurularak, k-Nearest Neighbor algoritmasında k değeri üç olarak ayarlanmıştır <CITE> .",k-Nearest Neighbor algoritmasında literatürdeki kullanımlar dikkate alınarak k değeri üç olarak ele alınmıştır <CITE> .,basis,synthetic-augmentation
